date,port_ret,equity,turnover
2022-01-31,0.0,1.0,0.0
2022-02-01,0.002495541515888958,1.002495541515889,0.22579823338638197
2022-02-02,0.008091081771876882,1.010606814918236,0.1552003826728174
2022-02-03,-0.02893198223019669,0.9813679565073058,0.06934613413771759
2022-02-04,0.006692038464532517,0.9879353086201125,0.1408620971652767
2022-02-07,-0.004429909910583889,0.9835588442054405,0.06541991664658413
2022-02-08,0.007319945509696684,0.9907584413506045,0.08333929190776224
2022-02-09,0.015378718156093997,1.0059950361809065,0.053617592016519965
2022-02-10,-0.017304303563872137,0.9885869926910835,0.1171777470540626
2022-02-11,-0.020006431849677264,0.9688088943943319,0.9194029739248606
2022-02-14,0.005350715998121425,0.97399271564469,0.3088090762543319
2022-02-15,-0.005270769099310503,0.9688590249361165,0.03500191474734983
2022-02-16,0.008384880463201768,0.9769827920459002,0.03328533011465315
2022-02-17,0.008993587240124206,0.9857693720182651,0.26808475518665964
2022-02-18,-0.0007334549100844745,0.9850463546321474,0.0
2022-02-22,0.0020890378623357186,0.9871041537631298,0.002845549400248023
2022-02-23,0.004479562023619707,0.9915259480436844,0.3839017482158388
2022-02-24,-0.002778938769753735,0.988770558145449,0.15427530567554482
2022-02-25,-0.0003859110009400457,0.988388980709655,0.24980974590378718
2022-02-28,0.004585218571342128,0.9929209602197149,0.32272376746697745
2022-03-01,-0.0006970735397487382,0.9922288212912839,0.0
2022-03-02,-0.0005832408306258446,0.991650112929383,0.04981141133059118
2022-03-03,0.00040947084099319684,0.9920561647350952,0.778938784181731
2022-03-04,0.015139748050359456,1.0070756451209903,0.8054331154549426
2022-03-07,-0.012222122692062617,0.9947670430261335,0.875
2022-03-08,0.02735899761029459,1.0219828721790853,0.13261583021827028
2022-03-09,-0.02529086165048482,0.996136044749639,0.4450862522930099
2022-03-10,-0.0018168210845899036,0.9943262437804179,0.5777020825112802
2022-03-11,-0.007027884128157802,0.9873382341535427,0.875
2022-03-14,-0.011739262346614973,0.9757476115979707,0.875
2022-03-15,0.0009849747072256942,0.9767086983160306,0.1426071674308176
2022-03-16,0.00979960274512145,0.9862800555572324,0.5632998216530756
2022-03-17,0.008745014013811966,0.9949050884646236,0.33329720911937344
2022-03-18,0.0098870994277806,1.0047418139954782,0.2179109244517774
2022-03-21,-0.001933725399114402,1.002798919230203,0.024471668914022533
2022-03-22,0.014669630655626669,1.0175096089971716,0.09179458668791751
2022-03-23,-0.0121100548233295,1.0051875118489513,0.17940738764669134
2022-03-24,0.019157485098496557,1.0244443766283924,0.16612346697754343
2022-03-25,0.0008889725119215101,1.0253550795192075,0.08062814968219398
2022-03-28,0.010430960114216799,1.036050517456582,0.05241570680031213
2022-03-29,0.01531656041801608,1.0519192478033226,0.1554453478586618
2022-03-30,-0.006265098381072396,1.045328870226891,0.19297419775343122
2022-03-31,-0.01316516260015311,1.0315669456797196,0.42988589134303823
