date,port_ret,equity,turnover
2022-01-31,0.0,1.0,0.0
2022-02-01,0.0022818120632521607,1.0022818120632522,0.2245645448586202
2022-02-02,0.007940762557996998,1.0102406939490454,0.1508632300154406
2022-02-03,-0.027977133965768713,0.9819770547167618,0.08175652548833712
2022-02-04,0.006502212538567475,0.9883620782345266,0.14737026143870946
2022-02-07,-0.004311218627766395,0.984101033231864,0.06687966760816894
2022-02-08,0.0070166557096842126,0.9910061313655966,0.09245536232500393
2022-02-09,0.0149926668893863,1.0058639561785003,0.047944454009756984
2022-02-10,-0.01704110091695162,0.9887229269925383,0.11007695823659097
2022-02-11,-0.01908239583430677,0.9698557247292122,0.9084231505853033
2022-02-14,0.005350715998121425,0.9750451472713905,0.38370864313056147
2022-02-15,-0.004335888253805651,0.9708174604704063,0.022408846659939502
2022-02-16,0.007801030654812315,0.9783908372397631,0.026072351086528264
2022-02-17,0.007463989688032345,0.9856935363597861,0.361587556358434
2022-02-18,-0.0007334549100844745,0.9849705745957045,0.08222038242768269
2022-02-22,0.001814274355811905,0.9867575814504227,0.07641853714418788
2022-02-23,0.002716240881959898,0.9894378527337422,0.30816449086212305
2022-02-24,-0.002467733339793585,0.9869961839568974,0.1350486473010651
2022-02-25,0.00031087187037070373,0.9873030133066527,0.21386106081143114
2022-02-28,0.004502270487299177,0.9917481185254848,0.30379350967318497
2022-03-01,-0.0006970735397487382,0.9910567971539652,0.75
2022-03-02,-0.02693902398006728,0.9643586943298258,0.727377241720103
2022-03-03,0.0003900177867347727,0.9647348113734069,0.5880889023043412
2022-03-04,0.006497786248330952,0.971003451964035,0.625
2022-03-07,-0.012222122692062617,0.9591357286397143,0.7992722580063144
2022-03-08,0.02491959662575488,0.9830370041067655,0.14448597075101655
2022-03-09,-0.02264967087171645,0.9607715395090292,0.3808481388729632
2022-03-10,-0.0021182481136798495,0.9587363870077868,0.6010618516176653
2022-03-11,-0.007027884128157802,0.9519984987704475,0.0
2022-03-14,-0.01507371193113849,0.9376483476411055,1.0
2022-03-15,0.0009849747072256942,0.938571907547804,0.29234920673332593
2022-03-16,0.01034754838344873,0.9482838257725007,0.4283665309623572
2022-03-17,0.008672185085167879,0.9565075186228709,0.31582426101695793
2022-03-18,0.009629064014623344,0.965717790750159,0.2089628530272562
