quantile,coverage,target,pinball,n
0.1,0.1144555879609515,0.1,0.0017770930005951823,37405
0.5,0.503714488162135,0.5,0.003503362878042912,37405
0.9,0.8890612679776425,0.9,0.001647079789865886,37405
