group,strategy,start,end,trading_days,gross_return,net_return,cost_drag_compounded,total_cost_sum,cagr,annualized_return_arithmetic,annualized_volatility,downside_deviation_0rf,downside_deviation_4rf,avg_monthly_turnover,annualized_cost_sum,sharpe_0rf,sharpe_4rf,sortino_0rf,sortino_4rf,calmar,max_drawdown,total_turnover,avg_daily_turnover,annualized_turnover,trade_days,trade_events,avg_gross_exposure,max_gross_exposure,avg_net_exposure,avg_positions_over_1pct,variant,removed_features,remaining_features,remaining_feature_count,diagnostic_model_count
feature_group_ablation,feature ablation all_features_diagnostic,2022-01-03,2026-05-08,1091,1.4553229565580703,1.389831997548848,0.0654909590092223,0.02708282986162302,0.22291305111350312,0.21808455834987245,0.1836080604806996,0.11776269616892426,0.11888382438870722,0.5109967898419436,0.006255612397001834,1.1877722458312059,0.9699168864571293,1.8518984826658678,1.4979713116193183,1.192557308481184,-0.18692020041988633,27.082829861623015,0.024823858718261243,6.255612397001833,1090,10943,0.8010307201591835,0.9887551201058898,0.7910666541747344,6.714940421631531,all_features_diagnostic,,returns_1d returns_5d volatility_60d VIX obv_trend dist_vwap mfi bb_pos,8,10
feature_group_ablation,feature ablation drop_momentum,2022-01-03,2026-05-08,1091,1.3422358060645228,1.2679952934131786,0.07424051265134413,0.03226485991282363,0.20822130872428501,0.20652375683121513,0.18646323527374717,0.12114472026112227,0.12228960816224792,0.5986387636854131,0.007452561593062837,1.107584326358046,0.8930648263543275,1.7047689440040141,1.3617163333312794,1.0214286772082213,-0.20385300840916032,31.727854475326886,0.029081443148787245,7.328523673494386,1090,11863,0.82732757322303,1.0762263226431932,0.822076722558504,7.378551787351054,drop_momentum,returns_1d returns_5d,volatility_60d VIX obv_trend dist_vwap mfi bb_pos,6,10
feature_group_ablation,feature ablation drop_risk,2022-01-03,2026-05-08,1091,1.6530216739518169,1.5806683071066248,0.07235336684519211,0.02770755622965447,0.24480754021363005,0.2318798005520205,0.16054678909341338,0.09968377690468033,0.10080179035142019,0.47225386358967864,0.006399912163036596,1.4443129125248488,1.1951643607171498,2.326153841198741,1.9035356404194772,1.6137363041785187,-0.15170231938126388,25.02945477025297,0.022941755059810238,5.7813222750721796,1090,13311,0.8312337815456556,1.1016143222389585,0.8312337815456556,8.866177818515125,drop_risk,volatility_60d VIX,returns_1d returns_5d obv_trend dist_vwap mfi bb_pos,6,10
feature_group_ablation,feature ablation drop_volume,2022-01-03,2026-05-08,1091,1.2810827659850723,1.2153289350998442,0.06575383088522813,0.02930510308235857,0.20168206575512748,0.20005352863405942,0.18066245927230795,0.11850444665119177,0.11961382073000588,0.5529264732520487,0.006768914735796847,1.107333141815167,0.8859257716226191,1.6881520844774776,1.338085579553007,1.058826438578656,-0.19047698320213913,29.30510308235857,0.0268607727610986,6.768914735796847,1075,10623,0.8108238229246785,0.9623216952616042,0.8024219322513757,6.617781851512374,drop_volume,obv_trend mfi,returns_1d returns_5d volatility_60d VIX dist_vwap bb_pos,6,10
feature_group_ablation,feature ablation drop_mean_reversion,2022-01-03,2026-05-08,1091,1.4342712242669156,1.3583363368640398,0.0759348874028758,0.03177481251646727,0.2191713671009814,0.21398680904313483,0.17788843058421577,0.11447446300564144,0.11563570815633503,0.5995247644616466,0.007339370077130845,1.2029270725497203,0.9780670303950214,1.8692973386788396,1.504611437220684,1.241329188766744,-0.17656184119760154,31.774812516467268,0.029124484433058907,7.3393700771308445,1075,10839,0.8156972246866322,0.9747675842400838,0.8068914930365018,6.775435380384968,drop_mean_reversion,dist_vwap bb_pos,returns_1d returns_5d volatility_60d VIX obv_trend mfi,6,10
