Date,crisis_score
2023-02-09,0.2736611172307946
2023-02-10,0.2751733422298167
2023-02-13,0.23919912932072995
2023-02-14,0.12972390328790448
2023-02-15,0.12178301160741625
2023-02-16,0.23846441117192052
2023-02-17,0.24144970084333106
2023-02-21,0.4026756118139668
2023-02-22,0.4205920207583099
2023-02-23,0.3086535323394045
2023-02-24,0.5206013823738492
2023-02-27,0.3832764221671221
2023-02-28,0.39864206667514734
2023-03-01,0.5030907007546609
2023-03-02,0.26910613688605234
2023-03-03,0.2504342647119392
2023-03-06,0.2496148775553042
2023-03-07,0.392759807858135
2023-03-08,0.2658576557743355
2023-03-09,0.5586453356569773
2023-03-10,0.6273796572858604
2023-03-13,0.652512083632264
2023-03-14,0.5752994254335682
2023-03-15,0.6294308665236322
2023-03-16,0.5041231593814544
2023-03-17,0.5212247473695457
2023-03-20,0.5016193441469591
2023-03-21,0.48643119499138565
2023-03-22,0.5064080308838599
2023-03-23,0.5032939870282002
2023-03-24,0.4957144462078251
2023-03-27,0.49354081098878577
2023-03-28,0.39615521035086554
2023-03-29,0.25426307130389303
2023-03-30,0.2399909251174997
2023-03-31,0.21813735789549565
2023-04-03,0.21350700657280164
2023-04-04,0.12027457346056987
2023-04-05,0.20797298566002548
2023-04-06,0.0969977630034014
2023-04-10,0.10006056105147075
2023-04-11,0.10097244337715489
2023-04-12,0.09153037407636455
2023-04-13,0.0735958683956926
2023-04-14,0.07667325696433408
2023-04-17,0.07216413389615912
2023-04-18,0.07134140348291015
2023-04-19,0.07155455008204423
2023-04-20,0.07750864242224226
2023-04-21,0.05745434684831621
2023-04-24,0.036874950086477315
2023-04-25,0.09185759719939962
2023-04-26,0.10623683351152696
2023-04-27,0.03756635353234494
2023-04-28,0.026506787964674886
2023-05-01,0.0278262236802215
2023-05-02,0.1424991419732033
2023-05-03,0.15135944873453427
2023-05-04,0.21434432433885492
2023-05-05,0.06368104942006009
2023-05-08,0.15332023628225122
2023-05-09,0.1422163630454946
2023-05-10,0.03618364628082431
2023-05-11,0.13844597734270958
2023-05-12,0.14014255126874875
2023-05-15,0.13815458225578028
2023-05-16,0.14909594339756732
2023-05-17,0.12870594713080005
2023-05-18,0.11613812764180201
2023-05-19,0.11805480680086067
2023-05-22,0.11909780723022588
2023-05-23,0.14129283170960716
2023-05-24,0.2979081006348685
2023-05-25,0.18828538159068292
2023-05-26,0.13400104677941077
2023-05-30,0.11751133669449662
2023-05-31,0.12047397155979071
2023-06-01,0.008000610993790421
2023-06-02,0.0
2023-06-05,0.10255490271612051
2023-06-06,0.1
2023-06-07,0.10461030743886868
2023-06-08,0.1
2023-06-09,0.1
2023-06-12,0.005702661819696098
2023-06-13,0.11396847313941456
2023-06-14,0.0
2023-06-15,0.018681327587346464
2023-06-16,0.10454165582041708
2023-06-20,0.11143577452229869
2023-06-21,0.11820894544932935
2023-06-22,0.013461601983371839
2023-06-23,0.02343979340859026
2023-06-26,0.044522948015813774
2023-06-27,0.014489753604973985
2023-06-28,0.019051824916794195
2023-06-29,0.023263507919314058
2023-06-30,0.003348227162674755
2023-07-03,0.1
2023-07-05,0.11159001497862803
2023-07-06,0.15730788441307858
2023-07-07,0.14432526708644927
2023-07-10,0.14507949405066206
2023-07-11,0.13207277464040723
2023-07-12,0.1
2023-07-13,0.1
2023-07-14,0.1008305360255894
2023-07-17,0.1
2023-07-18,0.1
2023-07-19,0.10487445201584844
2023-07-20,0.11722222515363358
2023-07-21,0.11469310998689772
2023-07-24,0.11249876535411904
2023-07-25,0.012631566719807096
2023-07-26,0.1
2023-07-27,0.1178463503824004
2023-07-28,0.1
2023-07-31,0.1
2023-08-01,0.10533055471823485
2023-08-02,0.18826926869196373
2023-08-03,0.1575037473990792
2023-08-04,0.21682579237260619
2023-08-07,0.1677229051436788
2023-08-08,0.17069417511146473
2023-08-09,0.13506714476590917
2023-08-10,0.134601137420496
2023-08-11,0.13535830733322501
2023-08-14,0.12819335237392995
2023-08-15,0.2772150245657717
2023-08-16,0.29327620822109135
2023-08-17,0.3262317967432309
2023-08-18,0.3367385876125454
2023-08-21,0.3254976417850092
2023-08-22,0.2914977596010194
2023-08-23,0.267989177614366
2023-08-24,0.2858722094945967
2023-08-25,0.27690156809539324
2023-08-28,0.26877551899796726
2023-08-29,0.12513531720500753
2023-08-30,0.11974706126188422
2023-08-31,0.12166934156171347
2023-09-01,0.11922271097472686
2023-09-05,0.1249024975794359
2023-09-06,0.2586983862241095
2023-09-07,0.27392761835623514
2023-09-08,0.26670613596463283
2023-09-11,0.14347505078029704
2023-09-12,0.26407903973837576
2023-09-13,0.15785370189876452
2023-09-14,0.02164017009084168
2023-09-15,0.16244392946522487
2023-09-18,0.16603191274949422
2023-09-19,0.26437301950904313
2023-09-20,0.31321245330674896
2023-09-21,0.4079118062778465
2023-09-22,0.3744787201507158
2023-09-25,0.3571469251524254
2023-09-26,0.4162571800221916
2023-09-27,0.3740975594839001
2023-09-28,0.30584776527438307
2023-09-29,0.3144689695553874
2023-10-02,0.3219879832040987
2023-10-03,0.33940815695172666
2023-10-04,0.3230574170536236
2023-10-05,0.33749379742995045
2023-10-06,0.30286656978425586
2023-10-09,0.29636190157222964
2023-10-10,0.2882523070423394
2023-10-11,0.283049846681836
2023-10-12,0.2908246418224212
2023-10-13,0.3292867119841699
2023-10-16,0.28386821226689885
2023-10-17,0.19890019579091894
2023-10-18,0.25926733735636887
2023-10-19,0.3966180205213854
2023-10-20,0.3643838404269966
2023-10-23,0.38448990134661193
2023-10-24,0.2384288156236711
2023-10-25,0.3530516670387424
2023-10-26,0.35252506342379364
2023-10-27,0.3579908032106845
2023-10-30,0.24363981989515554
2023-10-31,0.23601106615606549
2023-11-01,0.22297555973680042
2023-11-02,0.1993005645231764
2023-11-03,0.06281390676715182
2023-11-06,0.05989114624233604
2023-11-07,0.05626707411021484
2023-11-08,0.05533174657096151
2023-11-09,0.06529835904034811
2023-11-10,0.04551089943236768
2023-11-13,0.046738769892448156
2023-11-14,0.02177756127699923
2023-11-15,0.019001026200813103
2023-11-16,0.01739346650155894
2023-11-17,0.015756643307865355
2023-11-20,0.005614541895409254
2023-11-21,0.008507946902218419
2023-11-22,0.003393185001466087
2023-11-24,0.0025748194164027928
2023-11-27,0.004971389182713197
2023-11-28,0.003656280380718779
2023-11-29,0.004591515896404676
2023-11-30,0.0016342340718953129
2023-12-01,0.004093099737724248
2023-12-04,0.0162192055230101
2023-12-05,0.011043286444510627
2023-12-06,0.012604515861530233
2023-12-07,0.005777592042605289
2023-12-08,0.0
2023-12-11,0.0
2023-12-12,0.0
2023-12-13,0.0
2023-12-14,0.0
2023-12-15,0.0021954223864601905
2023-12-18,0.0
2023-12-19,0.11143330695387409
2023-12-20,0.1548999067391023
2023-12-21,0.13413391810623715
2023-12-22,0.12166399072992673
2023-12-26,0.11027068480419495
2023-12-27,0.1
2023-12-28,0.1
2023-12-29,0.1038598861672136
2024-01-02,0.1152143525187302
2024-01-03,0.1463462408092108
2024-01-04,0.16735027644172945
2024-01-05,0.14570110453965887
2024-01-08,0.12102660101651834
2024-01-09,0.1078598431899317
2024-01-10,0.1003636404301324
2024-01-11,0.10095102585237008
2024-01-12,0.10002797908760563
2024-01-16,0.1223542895080291
2024-01-17,0.16003438037244377
2024-01-18,0.13460214869475043
2024-01-19,0.12073956525788881
2024-01-22,0.1115747979167848
2024-01-23,0.1
2024-01-24,0.1
2024-01-25,0.1
2024-01-26,0.10169396703189593
2024-01-29,0.10932526491576687
2024-01-30,0.11919864683673949
2024-01-31,0.1503963689358639
2024-02-01,0.11520908297762404
2024-02-02,0.1133484195113994
2024-02-05,0.10639891212422108
2024-02-06,0.10099782142041273
2024-02-07,0.1
2024-02-08,0.1
2024-02-09,0.1
2024-02-12,0.10629128537619557
2024-02-13,0.18303006151729534
2024-02-14,0.1432396660228863
2024-02-15,0.12861611268180304
2024-02-16,0.1370343119128985
2024-02-20,0.1460328288017893
2024-02-21,0.11274876202632222
2024-02-22,0.10333796619204678
2024-02-23,0.1
2024-02-26,0.10488323951219555
2024-02-27,0.10241531620684136
2024-02-28,0.10417423742707334
2024-02-29,0.1
2024-03-01,0.1
2024-03-04,0.10142969661339751
2024-03-05,0.13774937771744583
2024-03-06,0.12236587519909012
2024-03-07,0.12328358189834997
2024-03-08,0.1453026226199814
2024-03-11,0.1476153189833132
2024-03-12,0.1
2024-03-13,0.10208992756368669
2024-03-14,0.10472175412170488
2024-03-15,0.11384463744505872
2024-03-18,0.10600279751917382
2024-03-19,0.1
2024-03-20,0.1
2024-03-21,0.1
2024-03-22,0.10252780046738773
2024-03-25,0.1062047245005783
2024-03-26,0.10865582094999435
2024-03-27,0.1
2024-03-28,0.10234496623065424
2024-04-01,0.11612715471560384
2024-04-02,0.14333285100396573
2024-04-03,0.1342809398136434
2024-04-04,0.20954360954870918
2024-04-05,0.18171933917025868
2024-04-08,0.1451878155130344
2024-04-09,0.11740987152844355
2024-04-10,0.153839461876482
2024-04-11,0.1131763561649802
2024-04-12,0.15535376044032123
2024-04-15,0.3524987258216994
2024-04-16,0.343545449431793
2024-04-17,0.3284083506913842
2024-04-18,0.34744693039513735
2024-04-19,0.3206490513148123
2024-04-22,0.28476416697393975
2024-04-23,0.26965114003874835
2024-04-24,0.2702628376887416
2024-04-25,0.2751561002131724
2024-04-26,0.2629995056944431
2024-04-29,0.25841201232613026
2024-04-30,0.279004346056832
2024-05-01,0.28315860006324556
2024-05-02,0.27123137224604393
2024-05-03,0.13027736062821044
2024-05-06,0.11682096835490452
2024-05-07,0.11536812668451192
2024-05-08,0.11524081581648778
2024-05-09,0.10764630029379357
2024-05-10,0.10593851821183824
2024-05-13,0.008206409693836889
2024-05-14,0.004308402281898371
2024-05-15,0.0
2024-05-16,0.00274307854747118
2024-05-17,0.0008303347384274565
2024-05-20,0.0
2024-05-21,0.0
2024-05-22,0.0038389001700051086
2024-05-23,0.022004005417304854
2024-05-24,0.004817843245641735
2024-05-28,0.02290145995775613
2024-05-29,0.07441280035692485
2024-05-30,0.07517017416459346
2024-05-31,0.013535764310376858
2024-06-03,0.03860593154129052
2024-06-04,0.01302511111564308
2024-06-05,0.0
2024-06-06,2.5101616723391657e-05
2024-06-07,0.001645792957343886
2024-06-10,0.0
2024-06-11,0.0
2024-06-12,0.0
2024-06-13,0.1
2024-06-14,0.01080195345585575
2024-06-17,0.0002354842008201796
2024-06-18,0.0
2024-06-20,0.03451904546660294
2024-06-21,0.03706339524318211
2024-06-24,0.025598324201754695
2024-06-25,0.00674216670912969
2024-06-26,0.009063646572754292
2024-06-27,0.0008688825527484308
2024-06-28,0.006112270355762044
2024-07-01,0.003380845266029871
2024-07-02,0.0
2024-07-03,0.0
2024-07-05,0.005882347441324476
2024-07-08,0.0
2024-07-09,0.007119475176334156
2024-07-10,0.020448894431421793
2024-07-11,0.13209220120610587
2024-07-12,0.10315897886822252
2024-07-15,0.11818916750861644
2024-07-16,0.11630693858657691
2024-07-17,0.1567493532790198
2024-07-18,0.1986892958840303
2024-07-19,0.23521337399966277
2024-07-22,0.16503008244088008
2024-07-23,0.16095301906830253
2024-07-24,0.22953492465328154
2024-07-25,0.33508033291582073
2024-07-26,0.14820055691785314
2024-07-29,0.18144951163611897
2024-07-30,0.3394901296925351
2024-07-31,0.1331645545227193
2024-08-01,0.15368882664956127
2024-08-02,0.5285671488874374
2024-08-05,0.6870749555325533
2024-08-06,0.5758153854606617
2024-08-07,0.5840537508326954
2024-08-08,0.4896674925964877
2024-08-09,0.40022811470898423
2024-08-12,0.399567033107993
2024-08-13,0.27886594091851635
2024-08-14,0.14982943020841322
2024-08-15,0.12782985842571215
2024-08-16,0.12490294685140749
2024-08-19,0.11239255861012788
2024-08-20,0.11454041184912994
2024-08-21,0.011490852774635105
2024-08-22,0.0660939494107473
2024-08-23,0.12793047641057315
2024-08-26,0.1403238846250503
2024-08-27,0.007789406527746504
2024-08-28,0.1309731516869308
2024-08-29,0.11536654319562903
2024-08-30,0.0027853983343946905
2024-09-03,0.2150585235316089
2024-09-04,0.24735102682299542
2024-09-05,0.08491576769157103
2024-09-06,0.41184097983647505
2024-09-09,0.257550788392544
2024-09-10,0.16293260924744818
2024-09-11,0.024643456877185804
2024-09-12,0.01361954606759705
2024-09-13,0.006727174609463996
2024-09-16,0.10476805472472804
2024-09-17,0.104225244064368
2024-09-18,0.11732471946679099
2024-09-19,0.1
2024-09-20,0.0023048480210821833
2024-09-23,0.1
2024-09-24,0.1
2024-09-25,0.10294074861344492
2024-09-26,0.0
2024-09-27,0.01698024740825573
2024-09-30,0.015859015370000718
2024-10-01,0.08738331380755512
2024-10-02,0.07932973318634584
2024-10-03,0.21373853098972012
2024-10-04,0.04161220239157382
2024-10-07,0.2198273706373951
2024-10-08,0.13501587517700472
2024-10-09,0.13111112748224021
2024-10-10,0.10877573287193067
2024-10-11,0.1195210836997442
2024-10-14,0.0
2024-10-15,0.11035950375803667
2024-10-16,0.004609343337279638
2024-10-17,0.10449521909815969
2024-10-18,0.1
2024-10-21,0.10218960650389086
2024-10-22,0.1028965665639421
2024-10-23,0.115053190454849
2024-10-24,0.11220225250171811
2024-10-25,0.25092821691040335
2024-10-28,0.13192903604979486
2024-10-29,0.12522313162198584
2024-10-30,0.2277535364235154
2024-10-31,0.30052969860801093
2024-11-01,0.25377747249231053
2024-11-04,0.26674078327564443
2024-11-05,0.235834055890053
2024-11-06,0.1
2024-11-07,0.1
2024-11-08,0.1
2024-11-11,0.1
2024-11-12,0.104141791722331
2024-11-13,0.10349624941093045
2024-11-14,0.11204712555718399
2024-11-15,0.15306748015501714
2024-11-18,0.13585093068610846
2024-11-19,0.15228552000963594
2024-11-20,0.18558338072139635
2024-11-21,0.16500339204610068
2024-11-22,0.10723724043113408
2024-11-25,0.10273892008975484
2024-11-26,0.1
2024-11-27,0.10404007973137488
2024-11-29,0.0
2024-12-02,0.1
2024-12-03,0.0
2024-12-04,0.1
2024-12-05,0.10219427013440698
2024-12-06,0.1
2024-12-09,0.12598146199296065
2024-12-10,0.13083993996663731
2024-12-11,0.10366735411394307
2024-12-12,0.11605312012174897
2024-12-13,0.13232933027524899
2024-12-16,0.012808302714008825
2024-12-17,0.14347637387691012
2024-12-18,0.5222294958652419
2024-12-19,0.5226244651585259
2024-12-20,0.23102310409578294
2024-12-23,0.16707236022299873
2024-12-24,0.10984125007917625
2024-12-26,0.10975307025420918
2024-12-27,0.12368575517961942
2024-12-30,0.2636309407536863
2024-12-31,0.2785318309130509
2025-01-02,0.3484553342428255
2025-01-03,0.15893418069732096
2025-01-06,0.1246082531927792
2025-01-07,0.2699698071627257
2025-01-08,0.26688750633500236
2025-01-10,0.307583388018708
2025-01-13,0.33557664731980935
2025-01-14,0.32684105422276694
2025-01-15,0.2535941140920869
2025-01-16,0.25610335483006214
2025-01-17,0.11802888993219147
2025-01-21,0.005989413582698742
2025-01-22,0.0
2025-01-23,0.0
2025-01-24,0.10389223600062396
2025-01-27,0.158953270789436
2025-01-28,0.13832851862675927
2025-01-29,0.14636879791327292
2025-01-30,0.12667742988973413
2025-01-31,0.14925958432216113
2025-02-03,0.13826362518710425
2025-02-04,0.13205294309099064
2025-02-05,0.012092388949548886
2025-02-06,0.007500129984922179
2025-02-07,0.02164465014908885
2025-02-10,0.010714819580929145
2025-02-11,0.009708790446975209
2025-02-12,0.016255650713274766
2025-02-13,4.373451013044056e-05
2025-02-14,0.00010926857484554523
2025-02-18,0.0
2025-02-19,0.1
2025-02-20,0.10554728619332145
2025-02-21,0.19004603549924126
2025-02-24,0.34470758389236456
2025-02-25,0.3453966551223637
2025-02-26,0.340250476142718
2025-02-27,0.49043804440234395
2025-02-28,0.28918150984714763
2025-03-03,0.44849651481058217
2025-03-04,0.4664600405797191
2025-03-05,0.43442798292788576
2025-03-06,0.4655921834194341
2025-03-07,0.46266697212149877
2025-03-10,0.5057799738174211
2025-03-11,0.492529988068536
2025-03-12,0.4740630258302775
2025-03-13,0.45880553221343756
2025-03-14,0.4340284261543714
2025-03-17,0.4245875466166079
2025-03-18,0.4379221541972613
2025-03-19,0.3246310542153851
2025-03-20,0.32819840791822186
2025-03-21,0.3277926961921628
2025-03-24,0.3057553565700283
2025-03-25,0.30274457685526424
2025-03-26,0.31773408957083127
2025-03-27,0.32102867891600895
2025-03-28,0.48282344678880396
2025-03-31,0.5201872756178428
2025-04-01,0.5151763967425935
2025-04-02,0.47866018589230763
2025-04-03,0.7373143240821766
2025-04-04,0.775
2025-04-07,0.775
2025-04-08,0.775
2025-04-09,0.6113063436032145
2025-04-10,0.6206877171146253
2025-04-11,0.5933366917023939
2025-04-14,0.5820344143085854
2025-04-15,0.48532900365376297
2025-04-16,0.7364027169754596
2025-04-17,0.6347661308295047
2025-04-21,0.75
2025-04-22,0.7329332890444835
2025-04-23,0.6151072964061577
2025-04-24,0.49051728649167853
2025-04-25,0.4818990103772357
2025-04-28,0.4814409009548166
2025-04-29,0.4738696358784403
2025-04-30,0.4733897053074085
2025-05-01,0.464814936791743
2025-05-02,0.4467269556716164
2025-05-05,0.4538180207800644
2025-05-06,0.47141810330122386
2025-05-07,0.45896727305887586
2025-05-08,0.45043614684043576
2025-05-09,0.452007000143656
2025-05-12,0.3113148683312568
2025-05-13,0.3029145343060448
2025-05-14,0.3012782175569865
2025-05-15,0.29501622139737393
2025-05-16,0.28685592000690213
2025-05-19,0.2854378147439712
2025-05-20,0.2898015056727244
2025-05-21,0.44784988427163613
2025-05-22,0.4523193282992449
2025-05-23,0.5076578517441551
2025-05-27,0.3070718829895239
2025-05-28,0.3212050170880222
2025-05-29,0.2959107537920477
2025-05-30,0.2973509496004878
2025-06-02,0.29010686705485417
2025-06-03,0.2827322617128889
2025-06-04,0.2830812653922443
2025-06-05,0.28936521739891785
2025-06-06,0.2760774848782473
2025-06-09,0.27489927755160815
2025-06-10,0.3674807605155209
2025-06-11,0.37123372868001403
2025-06-12,0.36601901295536454
2025-06-13,0.5531973265721255
2025-06-16,0.40244452919218043
2025-06-17,0.5618910255107207
2025-06-18,0.5298445982239287
2025-06-20,0.4261332115548609
2025-06-23,0.27000271956167027
2025-06-24,0.25549394560782435
2025-06-25,0.3547500060782681
2025-06-26,0.35
2025-06-27,0.1
2025-06-30,0.0
2025-07-01,0.10043143962156585
2025-07-02,0.1
2025-07-03,0.1
2025-07-07,0.1369582348093134
2025-07-08,0.11209554652529648
2025-07-09,0.10272942681577536
2025-07-10,0.1
2025-07-11,0.10505340991675564
2025-07-14,0.10215175724328021
2025-07-15,0.1180127603091499
2025-07-16,0.12636998213663922
2025-07-17,0.11406845508202956
2025-07-18,0.1011594815565334
2025-07-21,0.1
2025-07-22,0.1
2025-07-23,0.1
2025-07-24,0.1
2025-07-25,0.1
2025-07-28,0.10033467140707211
2025-07-29,0.10385065346427912
2025-07-30,0.10767194523421261
2025-07-31,0.1364317276735068
2025-08-01,0.34169848045840656
2025-08-04,0.16211102345074063
2025-08-05,0.15421371528888395
2025-08-06,0.13404078395208743
2025-08-07,0.11015002470262747
2025-08-08,0.1
2025-08-11,0.10263671952986007
2025-08-12,0.1
2025-08-13,0.1
2025-08-14,0.1
2025-08-15,0.10312171980904085
2025-08-18,0.10341108842333067
2025-08-19,0.1277341627539951
2025-08-20,0.13898547651071938
2025-08-21,0.1552389342397433
2025-08-22,0.1
2025-08-25,0.10586808278994905
2025-08-26,0.10030993753270691
2025-08-27,0.1
2025-08-28,0.1
2025-08-29,0.13200232077330754
2025-09-02,0.16604903532346776
2025-09-03,0.14614274041064254
2025-09-04,0.10909090500415056
2025-09-05,0.11945442514882625
2025-09-08,0.10059562800698274
2025-09-09,0.1
2025-09-10,0.1
2025-09-11,0.1
2025-09-12,0.10044615059086251
