group,strategy,start,end,trading_days,gross_return,net_return,cost_drag_compounded,total_cost_sum,cagr,annualized_return_arithmetic,annualized_volatility,downside_deviation_0rf,downside_deviation_4rf,avg_monthly_turnover,annualized_cost_sum,sharpe_0rf,sharpe_4rf,sortino_0rf,sortino_4rf,calmar,max_drawdown,total_turnover,avg_daily_turnover,annualized_turnover,trade_days,trade_events,avg_gross_exposure,max_gross_exposure,avg_net_exposure,avg_positions_over_1pct,variant,transaction_cost_bps,caution_threshold,panic_threshold,min_hold_days,leverage_cap,excluded_symbols,symbol_count,prediction_horizon_days,panic_assets
asset_universe_sensitivity,remove AI/growth stocks,2022-01-03,2026-05-08,1091,0.4525072708900091,0.4282606312852997,0.024246639604709408,0.016828249942451273,0.08581926979782217,0.08481911254516503,0.07027900622170813,0.04973999880283078,0.05089715126298515,0.31751414985757115,0.0038870018198879203,1.2068911771118027,0.6377311654603487,1.70524958959866,0.8805819467888301,1.0805671836861255,-0.07942057753879583,16.828249942451272,0.015424610396380635,3.88700181988792,1090,8659,0.7645845742436921,0.8814797278261884,0.7625040290710213,6.9065077910174155,remove AI/growth stocks,10,0.35,0.65,5.0,1.3,NVDA MSFT META ASML,17.0,,
asset_universe_sensitivity,remove GLD,2022-01-03,2026-05-08,1091,1.1188187495893462,1.0597706576980328,0.05904809189131344,0.028298526100535987,0.18164254080223952,0.1854026040599564,0.19248878310495848,0.1260679287233072,0.1272311358088181,0.533934454727094,0.006536414827988148,0.9631865351803995,0.7553822187169869,1.4706563829320656,1.142822494946861,0.6815639059400234,-0.26650845095987785,28.298526100535987,0.025938154079318047,6.536414827988148,1084,10793,0.7515503482197344,0.9881206358604433,0.740977224312488,6.571952337305224,remove GLD,10,0.35,0.65,5.0,1.3,GLD,20.0,,
asset_universe_sensitivity,remove UUP,2022-01-03,2026-05-08,1091,1.3923475368994982,1.3250441444216445,0.06730339247785366,0.028581667794843404,0.21517424048293265,0.2148951224864167,0.20010742278735713,0.13018060588338123,0.13139868063960294,0.5392767508461018,0.006601815109349714,1.0738988064164599,0.8740061715365146,1.6507460618129606,1.3310264732879222,1.0463163652939693,-0.20564931183359447,28.5816677948434,0.026197679005356005,6.6018151093497135,1090,10309,0.7375141329314122,0.9933356118795827,0.7267276989695541,6.283226397800183,remove UUP,10,0.35,0.65,5.0,1.3,UUP,20.0,,
asset_universe_sensitivity,ETF-only universe,2022-01-03,2026-05-08,1091,0.4525072708900091,0.4282606312852997,0.024246639604709408,0.016828249942451273,0.08581926979782217,0.08481911254516503,0.07027900622170813,0.04973999880283078,0.05089715126298515,0.31751414985757115,0.0038870018198879203,1.2068911771118027,0.6377311654603487,1.70524958959866,0.8805819467888301,1.0805671836861255,-0.07942057753879583,16.828249942451272,0.015424610396380635,3.88700181988792,1090,8659,0.7645845742436921,0.8814797278261884,0.7625040290710213,6.9065077910174155,ETF-only universe,10,0.35,0.65,5.0,1.3,NVDA MSFT META ASML,17.0,,
safe_haven_sensitivity,panic UUP/GLD,2022-01-03,2026-05-08,1091,1.4553229565580699,1.3898319975488485,0.06549095900922142,0.02708282986162302,0.22291305111350312,0.21808455834987248,0.1836080604806996,0.11776269616892426,0.11888382438870722,0.5109967898419436,0.006255612397001834,1.187772245831206,0.9699168864571294,1.851898482665868,1.4979713116193185,1.192557308481184,-0.18692020041988633,27.082829861623015,0.024823858718261243,6.255612397001833,1090,10943,0.8010307201591835,0.9887551201058898,0.7910666541747344,6.714940421631531,panic UUP/GLD,10,0.35,0.65,5.0,1.3,,21.0,,UUP:0.50 GLD:0.30
safe_haven_sensitivity,panic UUP/GLD/AGG/TLT,2022-01-03,2026-05-08,1091,1.2669749468615805,1.210091104540834,0.0568838423207465,0.02547844121144096,0.20102520427949355,0.19963035283213215,0.18152218197660877,0.1163551585901047,0.11749202319667847,0.4807253058762445,0.005885029500717801,1.099757344575424,0.8793986007324568,1.7156983433402282,1.3586484298165098,1.0841119364564766,-0.1854284576337787,25.47844121144096,0.023353291669515087,5.885029500717802,1090,12732,0.8252302075031519,0.9887551581283172,0.8139318009110402,7.287809349220899,panic UUP/GLD/AGG/TLT,10,0.35,0.65,5.0,1.3,,21.0,,UUP:0.25 GLD:0.25 AGG:0.15 TLT:0.15
safe_haven_sensitivity,panic AGG/TLT,2022-01-03,2026-05-08,1091,0.7946568511318928,0.7468816388228585,0.047775212309034254,0.027011428075238583,0.13751779853525536,0.1475279638383365,0.19354242673434333,0.12765482493583447,0.128879811404191,0.5096495863252561,0.006239119958716887,0.7622512868500592,0.555578255644844,1.1556787133779802,0.8343274456005281,0.4955974859610834,-0.27747880574610884,27.011428075238584,0.02475841253459082,6.239119958716887,1090,11816,0.8090141594902029,0.9887551431044884,0.8011879148873563,7.3143904674610445,panic AGG/TLT,10,0.35,0.65,5.0,1.3,,21.0,,AGG:0.40 TLT:0.40
safe_haven_sensitivity,panic TLT,2022-01-03,2026-05-08,1091,0.6857632298216898,0.6333668166415909,0.05239641318009891,0.03161390939635044,0.12000055971090551,0.13319837426450562,0.19962377832780367,0.1329436280845481,0.1341888654638933,0.596488856534914,0.007302204553510826,0.6672470352994702,0.46687010457974537,1.0019161969898664,0.6945313528236279,0.42053139748260493,-0.28535457858617863,31.61390939635044,0.02897700219647153,7.302204553510826,1089,11418,0.7598057324699907,0.9887551237921791,0.7514801275095913,7.175985334555453,panic TLT,10,0.35,0.65,5.0,1.3,,21.0,,TLT:0.80
safe_haven_sensitivity,panic AGG,2022-01-03,2026-05-08,1091,0.9674117180148825,0.9159824574688655,0.05142926054601693,0.02652276091480918,0.1620558664099223,0.16812012011791397,0.1895552778136465,0.12430646756619614,0.12545090981021925,0.5004294512228147,0.006126247250716694,0.8869186975801031,0.6758984587275381,1.3524647865034538,1.0212769306474752,0.6233034165458406,-0.25999515181223776,26.522760914809176,0.02431050496316148,6.126247250716693,1090,11153,0.7464032284555269,0.9887551249518848,0.738168192841103,6.705774518790101,panic AGG,10,0.35,0.65,5.0,1.3,,21.0,,AGG:0.80
safe_haven_sensitivity,panic SHY,2022-01-03,2026-05-08,1091,1.0737522698004143,1.019007665144851,0.0547446046555633,0.02677258370198466,0.1761995181011915,0.17960643910315985,0.18629073223476186,0.12102302203624793,0.12211365950510775,0.5051430887166917,0.0061839515058663,0.9641190248628229,0.7494008823113599,1.4840683704738875,1.1432499825895432,0.7439359762954848,-0.2368476908168864,26.77258370198466,0.024539490102644054,6.183951505866301,1083,11225,0.7431822218719452,0.9887551296726618,0.7328076563498468,7.017415215398716,panic SHY,10,0.35,0.65,5.0,1.3,,22.0,,SHY:0.80
safe_haven_sensitivity,panic cash zero-interest,2022-01-03,2026-05-08,1091,1.1225410055206253,1.0742318931861825,0.048309112334442794,0.02303981238566682,0.1835536226658956,0.18736066300670284,0.1942095097616197,0.12786588167256394,0.12895425780867248,0.4347134412389967,0.005321753181657231,0.9647347508197545,0.758771613128415,1.4652905103058829,1.1427359244340707,0.705496861970137,-0.26017638427662526,23.039812385666824,0.021118068181179492,5.321753181657232,874,10580,0.6079164310606371,0.9887551134379963,0.5995792615489404,6.719523373052246,panic cash zero-interest,10,0.35,0.65,5.0,1.3,,21.0,,
