,Full Alpha Trinity rebuilt,SPY buy-and-hold,60/40 SPY/AGG,Equal-weight universe,Momentum Top-5,Volatility-targeted SPY,Risk parity inverse-vol,Defensive basket buy-and-hold
2024-10-22,1.8998733473861398,1.2707799294367168,1.1378789331625463,1.3344353658960832,1.3533298505935194,1.2972496863266134,1.2218739065769486,1.0887519240279386
2024-10-23,1.8856526818773112,1.2591684090427129,1.1304858801938285,1.3250000039001884,1.3352052898488356,1.2854076448787122,1.2168351465484755,1.084211187840002
2024-10-24,1.889774765433052,1.2618915108250737,1.1328239259371717,1.325766683454224,1.3388100589826246,1.288175872615041,1.2166124180835087,1.0874847496136084
2024-10-25,1.8942350529323593,1.2614555492543702,1.131670843627787,1.3239750736917817,1.3393524411993922,1.2877058381468827,1.2139817147006102,1.087824554066176
2024-10-28,1.8933474381373798,1.2653553818332839,1.1330329135628379,1.3272027758734821,1.3451499032261955,1.2917095890622967,1.2167004315429086,1.0869824587992905
2024-10-29,1.9026843037045602,1.2674030883229375,1.1346393134747315,1.3283035784614194,1.3485716878484126,1.2938098279365833,1.216269545829178,1.0916800222291003
2024-10-30,1.8955038650917762,1.2635691710761978,1.1321182438380402,1.3240189928321422,1.345941065646904,1.2893702899779567,1.214742489046047,1.0933023660686798
2024-10-31,1.8718682364836552,1.2387990825535917,1.1186997045246185,1.3059128523754076,1.3075170425639528,1.258463065088615,1.203175827079944,1.0874544980099656
2024-11-01,1.8760711663515652,1.2440275083575991,1.1197494487787798,1.305783268479327,1.3142770872028056,1.2648251657908793,1.2018207746359026,1.0837614967912816
2024-11-04,1.8747120294373323,1.2413477184978166,1.1201780438377191,1.3063647863721362,1.310109139527063,1.2615124660920638,1.2026554988758755,1.0868159694081343
2024-11-05,1.8834291862975774,1.2563581420161627,1.129350204511722,1.3196236995932926,1.328861139711123,1.2803326095161751,1.2118047951722322,1.087893671589691
2024-11-06,1.8851796476059366,1.2875982196734383,1.1426451666404946,1.3295839878728968,1.3579639700451418,1.3196696370280872,1.2177599089971605,1.0747531096953313
2024-11-07,1.8990862195338063,1.2975538711273653,1.1514118256418704,1.3421226532039112,1.3706217179194318,1.331962817322999,1.225794101953164,1.0820047704317959
2024-11-08,1.895983555605699,1.3031746758799816,1.155199287005758,1.3439396306251767,1.37551943708635,1.338632299038875,1.2295105712909153,1.084207527886919
2024-11-11,1.8850960611018173,1.304416374560402,1.1548258986315971,1.3415701235759359,1.37838658283295,1.340012161366295,1.22767976372448,1.0760167163345438
2024-11-12,1.8858533233766683,1.3003644088534316,1.1499928534653112,1.3353456223187492,1.3768697447211373,1.3349630863149677,1.221088375337179,1.0702947766873745
2024-11-13,1.8814759643273622,1.3009959508245283,1.1502335427563573,1.3335168269512157,1.3688639690853288,1.3356657512483634,1.2202820577301488,1.0668120517819295
2024-11-14,1.8847968776080064,1.29263052367802,1.1456041500618677,1.331573658718983,1.3594064114865354,1.3252429788388724,1.2173481794766712,1.0680381135243697
2024-11-15,1.8671062873819555,1.2760735938241075,1.1368397115425504,1.3174659350378777,1.335404585458049,1.3046715854966169,1.2090222673667674,1.0666754956710973
2024-11-18,1.872734930491794,1.2813022903276308,1.1400520139595083,1.3227820969057684,1.3325416509314336,1.3109952802144527,1.2132747838209905,1.0722660233255714
2024-11-19,1.886001854079083,1.2859860687052143,1.1432043915299521,1.3286740817609421,1.3433254846341294,1.3165785419747897,1.2164111216289732,1.0765546883661694
2024-11-20,1.8885945618712363,1.2864216242266437,1.1429688094183608,1.3294998890260004,1.3442642666468831,1.3170494941015518,1.2177172271982135,1.0793384507660584
2024-11-21,1.8976899502583788,1.2933275749320168,1.146413342858719,1.3373414854176295,1.352219091677199,1.3254332639296285,1.2237584200207419,1.0831283192337346
2024-11-22,1.9000083499367233,1.2973360933666507,1.1488722999548329,1.3414832425299386,1.3487432286566912,1.3302724151476781,1.2288486661305917,1.0897367320904596
2024-11-25,1.8805770213463027,1.3017368554001356,1.1553421414587342,1.3439129626890243,1.3355323114143651,1.335619727976126,1.232589299751532,1.0832800276875394
2024-11-26,1.8822210971352138,1.3085338495502725,1.1582555500738079,1.3474592766587798,1.3398891813789688,1.3438992810075907,1.2356095924699346,1.083342716045401
2024-11-27,1.8765935448528392,1.304568913737733,1.1574160184369537,1.3465182458885219,1.3346659786134631,1.3387930985701848,1.235543007003407,1.0833036534408087
2024-11-29,1.8877950179444758,1.312672845151674,1.1635560301090433,1.3544925256238611,1.3457450749290587,1.3494716677480303,1.2409285046233403,1.0886399677048768
2024-12-02,1.893536954781885,1.3150259006955054,1.1648629151515515,1.3566995519933476,1.3503553008933695,1.3525061507855671,1.240911545485797,1.0878010217921117
2024-12-03,1.8995527629581184,1.315635651355555,1.1642905603237579,1.3576292254718083,1.3568181363097926,1.353212396181091,1.2398288949808298,1.0864150213997905
2024-12-04,1.9085067662444015,1.323805227402154,1.1701365112410764,1.361992471664786,1.369606818968806,1.3640363773276718,1.242605733914786,1.0900807057057906
2024-12-05,1.900616375127567,1.3216266376964587,1.1690745484519938,1.3608082891893387,1.364167050081799,1.361019705043682,1.2417210966271095,1.0861641279926415
2024-12-06,1.8998469242896836,1.3241319617181049,1.171725788598281,1.3602875877968523,1.3692359859620435,1.364275609331596,1.2419632188008922,1.0880691976829924
2024-12-09,1.897904047965229,1.3173133116066789,1.1667358228082727,1.3562016789502185,1.3505140016184447,1.3550423087089483,1.2394415967350465,1.0897787465275215
2024-12-10,1.8990095122845194,1.3132174925780977,1.1639927345088619,1.3512381318925217,1.3436111259885566,1.349466683830477,1.2363498551775594,1.0941340651782292
2024-12-11,1.9143616343549221,1.3233695365309663,1.168303540012542,1.3567769558488711,1.3643965304399674,1.3629283117724713,1.2383043062314054,1.0964293635016682
2024-12-12,1.9052884105458479,1.3165510217692984,1.1627971085058968,1.349550130706239,1.3532038297803155,1.353699052698747,1.2327486536999275,1.0889463896353777
2024-12-13,1.8959528643227619,1.316289390686973,1.1609054982058122,1.3449962426182334,1.3420823547322056,1.3532524116901117,1.2295174942483378,1.0819799650026365
