Date,signal_crisis_score,signal_regime,return_regime_from_prior_signal,net_return_primary_full,gross_exposure_primary_full,turnover_primary_full
2025-07-31,0.1364317276735068,growth,growth,0.020628649690818568,0.893541046511044,0.06756122354210914
2025-08-01,0.34169848045840656,growth,growth,-0.01685085041569545,0.8919371079062467,0.05578519918186273
2025-08-04,0.16211102345074063,growth,growth,0.022606661349042545,0.893666685824244,0.010867336928812844
2025-08-05,0.15421371528888395,growth,growth,-0.007943686677476247,0.893666685824244,0.023923286580498956
2025-08-06,0.13404078395208743,growth,growth,0.00478565667999864,0.8973080060492638,0.020005244423931964
2025-08-07,0.11015002470262747,growth,growth,-0.0011368800869393514,0.8977112157662468,0.00711139944935661
2025-08-08,0.1,growth,growth,0.00687626649336015,0.8977112157662468,0.003409792049975592
2025-08-11,0.10263671952986007,growth,growth,-0.0033069148863983377,0.8977112157662468,0.0017776863349846803
2025-08-12,0.1,growth,growth,0.011987206110379178,0.8977112157662468,0.008084015401354241
2025-08-13,0.1,growth,growth,-0.005170252054564228,0.8977112157662468,0.0060823227935569105
2025-08-14,0.1,growth,growth,0.000765493033723974,0.8977112157662468,0.002636045922502294
2025-08-15,0.10312171980904085,growth,growth,-0.0030423776181843776,0.8977112157662468,0.0042280288371111955
2025-08-18,0.10341108842333067,growth,growth,-0.0026843983168907126,0.8977112157662468,0.009146317570910278
2025-08-19,0.1277341627539951,growth,growth,-0.016720556668526676,0.8977112157662468,0.011022601012486585
2025-08-20,0.13898547651071938,growth,growth,-0.001464136279480277,0.8977112157662468,0.002635153035615164
2025-08-21,0.1552389342397433,growth,growth,-0.004150377979882491,0.8977112157662468,0.002922856962741812
2025-08-22,0.1,growth,growth,0.014323351478250368,0.8977112157662468,0.004487943796813394
2025-08-25,0.10586808278994905,growth,growth,0.0010626009032590478,0.8977112157662468,0.005839721878952198
2025-08-26,0.10030993753270691,growth,growth,0.005004336522300035,0.8977112157662468,0.004184321586179139
2025-08-27,0.1,growth,growth,-0.0011341214769776675,0.8977112157662468,0.003353408654924507
2025-08-28,0.1,growth,growth,-1.0891013195735155e-06,0.8977112157662468,0.005084580631638718
2025-08-29,0.13200232077330754,growth,growth,-0.014474446300550503,0.8977112157662468,0.010697456280943261
2025-09-02,0.16604903532346776,growth,growth,-0.007161256044553754,0.8977112157662468,0.007157784832820945
2025-09-03,0.14614274041064254,growth,growth,0.0008844498133877554,0.8977112157662468,0.002617072560344656
2025-09-04,0.10909090500415056,growth,growth,0.007482668750784738,0.8977112157662468,0.003920740293134536
2025-09-05,0.11945442514882625,growth,growth,-0.008989420215776645,0.8977112157662468,0.012814398474850504
2025-09-08,0.10059562800698274,growth,growth,0.003671979211897991,0.8977112157662468,0.0034252241695241787
2025-09-09,0.1,growth,growth,0.00840881456558451,0.8977112157662468,0.007003246637084703
2025-09-10,0.1,growth,growth,0.008544347746911596,0.8977112157662468,0.01721890614460711
2025-09-11,0.1,growth,growth,0.0015846358745339462,0.8977112157662468,0.0037492285363614057
2025-09-12,0.10044615059086251,growth,growth,0.0030363301040401414,0.8977112157662468,0.0032354898967826462
2025-09-15,0.11151555136104352,growth,growth,0.004532208559289375,0.8977112157662468,0.0047535271898018405
2025-09-16,0.12816564795705368,growth,growth,-0.0018443778326325821,0.8977112157662468,0.010171649989455838
2025-09-17,0.11072141513078636,growth,growth,-0.009037611589778005,0.8977112157662468,0.009508161442182706
2025-09-18,0.12019034198268175,growth,growth,0.012902276849119376,0.8977112157662468,0.012133292186456115
2025-09-19,0.11402438149763311,growth,growth,0.0024994968285472208,0.8977112157662468,0.11532736198297212
2025-09-22,0.10783940367211427,growth,growth,0.008304101758609184,0.9011057510327377,0.12115540154262831
2025-09-23,0.11239241820461957,growth,growth,-0.010891286103767883,0.9107884568005283,0.09723826446846978
2025-09-24,0.12025567873410532,growth,growth,-0.002602776297831122,0.9135343660815011,0.0824438811930972
2025-09-25,0.13744804381162667,growth,growth,-0.004057621856104254,0.9133119673082284,0.0636109067794923
2025-09-26,0.11003726587018185,growth,growth,0.0007585921979236243,0.9211809352715092,0.06222178683480361
2025-09-29,0.1066909983388722,growth,growth,0.007126022250496966,0.9250132734416678,0.06795058703793778
2025-09-30,0.0013196302641958883,growth,growth,0.0027222563709217162,0.9231752138951662,0.06952793298345557
2025-10-01,0.002039566284489669,growth,growth,0.0019312741001780154,0.9219398952821013,0.016343650777348624
2025-10-02,0.1,growth,growth,0.011121331898600983,0.9219398952821013,0.05683424899311611
