,Full Alpha Trinity rebuilt,Prediction-only MLP/RF,Crisis-only deterministic,Full Alpha Trinity rebuilt no-cost,Full Alpha Trinity no-leverage
2022-02-10,0.9835150134451839,0.9921406924398659,0.986840815513444,0.9847384940187467,0.9835150134451839
2022-02-11,0.9904001829199893,0.989335699427714,0.993749267511207,0.9916365889080695,0.9904001829199893
2022-02-14,0.9927976690317314,0.9892232699945419,0.9961548608344913,0.9940380291710307,0.9927976690317314
2022-02-15,0.9888117258143796,0.9924302262260343,0.9921554389635195,0.9900487827621927,0.9888117258143796
2022-02-16,0.9912814891193452,0.9925219566148179,0.9946335538887405,0.9925252685370132,0.9912814891193452
2022-02-17,0.9954581746726953,0.9893852796930769,0.9988243630998506,0.9967111483211911,0.9954581746726953
2022-02-18,0.9960531181952066,0.988084823611776,0.9994213184517399,0.9973078760467401,0.9960531181952066
2022-02-22,0.9967930311211686,0.9871988260813518,1.0001637334279052,0.9980492297577431,0.9967930311211686
2022-02-23,0.9984885366647633,0.9853050054073026,1.001864972402883,0.9997478724636797,0.9984885366647633
2022-02-24,0.9989939851169595,0.9883778774806726,1.0023721300526864,1.0002583379773957,0.9989939851169595
2022-02-25,0.9964946065351465,0.9899704014762513,0.9998642997051729,0.9977567961335455,0.9964946065351465
2022-02-28,1.0000533765860382,0.9904183958916918,1.003435103903621,1.0013227131675333,1.0000533765860382
2022-03-01,1.007818108240389,0.9885196239191065,1.0112260923616225,1.0091004350964274,1.007818108240389
2022-03-02,1.0044370445222794,0.9906226261339359,1.0078335954182414,1.0057179875606714,1.0044370445222794
2022-03-03,1.0073860870733269,0.9894047955596527,1.0107926102947558,1.0086719732837754,1.0073860870733269
2022-03-04,1.0145077986401152,0.9879542903398982,1.0179384042626611,1.0158056305935728,1.0145077986401152
2022-03-07,1.0212224236337064,0.9846364017249555,1.0246757350750613,1.0225315374003452,1.0212224236337064
2022-03-08,1.0288126131352033,0.9847737368391053,1.0322915911577466,1.0303464534687676,1.0288126131352033
2022-03-09,1.0145884346043894,0.9882730999416042,1.018019312901224,1.0161080466900427,1.0145884346043894
2022-03-10,1.0180509245478275,0.9876107308344291,1.0214935114165271,1.0195765947296707,1.0180509245478275
2022-03-11,1.018602190617152,0.9859125228704704,1.0220466416178766,1.0201334326358165,1.018602190617152
2022-03-14,1.01379845974588,0.9842131378763193,1.0172266667057424,1.0153278633624305,1.01379845974588
2022-03-15,1.0075291193756397,0.9870598155090441,1.010936126267496,1.0090554437831383,1.0075291193756397
2022-03-16,1.005800387865516,0.9906496751515533,1.009201548970828,1.0073292637943947,1.005800387865516
2022-03-17,1.0061245983000844,0.9918575262514335,1.009526855738161,1.0076566592779617,1.0061245983000844
2022-03-18,1.00404344749025,0.9945455258913554,1.0074386674194191,1.0055759899136816,1.00404344749025
2022-03-21,1.0082561913690498,0.9948837806065886,1.0116656568888949,1.0097963974700948,1.0082561913690498
2022-03-22,1.0058692381027126,0.9955609557161832,1.0092706320283253,1.0074082809957858,1.0058692381027126
2022-03-23,1.0105595332405595,0.9922175171761686,1.0139767876187906,1.012110246621303,1.0105595332405595
2022-03-24,1.0133333107468439,1.0015021081242887,1.0167599447835867,1.014890464879687,1.0133333107468439
2022-03-25,1.0122785270782646,1.0028454136318448,1.0157015943146448,1.0138357107490505,1.0122785270782646
2022-03-28,1.0082756424540027,1.0042474322444792,1.0116851737486021,1.0098345425364308,1.0082756424540027
2022-03-29,1.005165187402218,1.0089191508381625,1.0085642005474216,1.0069202001188966,1.005165187402218
2022-03-30,1.0058317283257698,1.0054159622678744,1.0092155670070122,1.0077422236513491,1.0058317283257698
2022-03-31,1.0056177485996407,0.9976784471291227,1.00892525876326,1.007672197724201,1.0056177485996407
2022-04-01,1.0046676310901232,0.9978704774973399,1.0081031095018647,1.0067238267715948,1.0046676310901232
2022-04-04,1.0086356916330688,1.0032590895207218,1.0113732028405935,1.0108281034258388,1.0086356916330688
2022-04-05,1.0031530990845043,0.9919513772915598,1.0079797153618513,1.0054521806645258,1.0031530990845043
2022-04-06,0.9991227523889299,0.9837292602995493,1.005276142552498,1.0016361807203262,0.9991227523889299
2022-04-07,1.0011390763833834,0.9855679939479014,1.0078297674774754,1.0036608938007794,1.0011390763833834
2022-04-08,1.0015119535554227,0.9839207831224829,1.0100144717211017,1.0040439514983444,1.0015119535554227
2022-04-11,0.9916044126315909,0.9691930635974715,1.0032962061140132,0.9941246247581046,0.9916044126315909
2022-04-12,0.993315628532636,0.9683255826687075,1.0047677901590808,0.9958462576746381,0.993315628532636
2022-04-13,0.9996808514175783,0.9773007752637692,1.0082513323040463,1.002235091543924,0.9996808514175783
2022-04-14,0.9940929137938969,0.9686961484421074,1.005774741042303,0.996641653976147,0.9940929137938969
2022-04-18,0.99919856018008,0.973568697925962,1.0075820403172797,1.0017646396264794,0.99919856018008
2022-04-19,1.0010929613870188,0.9787207661380066,1.0111535823216922,1.0036728636282866,1.0010929613870188
2022-04-20,0.9963023566123375,0.9781397214442908,1.0115100325753117,0.9988792085170359,0.9963023566123375
2022-04-21,0.9839868313145115,0.9631262497313962,1.0033863593665604,0.986545018930094,0.9839868313145115
2022-04-22,0.9743291889884653,0.9486483060999354,0.9928688119519758,0.9768716053694675,0.9743291889884653
2022-04-25,0.9706028253866815,0.9474882716441324,0.9903309958344765,0.9739483248053592,0.9706028253866815
2022-04-26,0.9740803846582475,0.9332335841523118,0.9938792388916831,0.977439772986285,0.9740803846582475
