,SPY buy-and-hold,60/40 SPY/AGG,Equal-weight universe,Momentum Top-5,Volatility-targeted SPY,Risk parity inverse-vol,Defensive basket buy-and-hold,Full Alpha Trinity rebuilt,Prediction-only MLP/RF,Crisis-only deterministic,Full Alpha Trinity rebuilt no-cost,Full Alpha Trinity no-leverage
2025-05-13,0.006603940317170043,0.003548066236080727,0.004816057525412587,0.0007848432957169305,0.0029091864811723323,0.0002723181456618651,-0.0014432577797054424,-0.0024896953350522777,0.01920175961862247,-0.003338924560925771,-0.0022592977531044056,-0.0024896953350522777
2025-05-14,0.0012779543304903829,-0.0003859456226507074,-0.0012985333581462255,-0.0028112499585967177,0.000553860688575103,-0.003340042359099793,-0.009076943940769855,-0.0036353383380592907,0.009306459494358155,-0.00517704826394938,-0.0035254324344341503,-0.0036353383380592907
2025-05-15,0.004884342398821628,0.005197072909444156,0.0053443839389801795,0.007302669354173119,0.0021165173749431165,0.006808264553222809,0.007855723969074191,0.0032877453303337134,-0.00141490283116541,0.004097858405693655,0.003393997954547201,0.0032877453303337134
2025-05-16,0.006334078244299102,0.004043574696461771,0.003640785561671578,-0.004352557193557649,0.002744890602934591,0.0037043351544743253,-0.003349304196584302,0.0003809013139843831,0.0008791164018613351,-0.0006204188964801238,0.0004823035920273888,0.0003809013139843831
2025-05-19,0.0010938140906693317,0.0005328196562981447,0.002096946890418616,0.007618700744728368,0.00047364622124246303,0.001564576332150569,0.0025909627322568962,0.001519441144147482,0.0020768851542907196,0.001849198460697199,0.0016184390393578774,0.001519441144147482
2025-05-20,-0.003362128049795521,-0.0027145474657659374,-0.0012143757657430143,0.0042279138622240975,-0.0014597242908748198,-0.0008581119621958733,0.00496212278456909,0.0004630780251049238,-0.002566966769078638,0.001770745209538127,0.0005487427615178397,0.0004630780251049238
2025-05-21,-0.01685079340484308,-0.012742123305683584,-0.012940155931815633,-0.009574156827959257,-0.007342937174234732,-0.0110166524445231,-0.002090496130223385,-0.00778865987363897,-0.011910510792447204,-0.007300439111116663,-0.007711618295214828,-0.00778865987363897
2025-05-22,0.0003946470773714683,0.0013923091370953156,-0.0012137243667792452,-0.0013809598919860555,0.00016977566038200997,-0.0011264455924837602,-0.001377592710707476,-0.00029112842419121154,0.0009544063369342215,-0.001764996202020308,-0.00028814709704905184,-0.00029112842419121154
2025-05-23,-0.006825886893621624,-0.0035227098800870715,-0.002000316831488269,0.0027774447571928818,-0.0029610985018151403,-0.0007323150668347989,0.007167484844167404,-0.0022188178657626123,-0.00520184863306794,-3.289792783522927e-05,-0.002211900187484961,-0.0022188178657626123
2025-05-27,0.0207906699378142,0.014276471415443748,0.013689589806989533,0.006581340419295367,0.00901052269756919,0.009733904089661127,-0.0023661920761398614,0.010073305429578738,0.01888829016412852,0.0076641752904911264,0.010083899032796717,0.010073305429578738
2025-05-28,-0.005785415081261958,-0.004210190428547089,-0.006168495971875965,-0.006841018144592481,-0.002517747845278362,-0.005013765722843289,-0.0010400394655527556,-0.0029485901346187893,-0.00517494815132391,-0.0039644189196580415,-0.002945491089759722,-0.0029485901346187893
2025-05-29,0.003947487834330188,0.0038452875097030326,0.004958368418875869,0.009284439386412657,0.0017109101044112673,0.0035540724080169728,0.002986459956104248,0.0024118424041676967,0.009750116900865802,0.0032428945944615872,0.00241530111677446,0.0024118424041676967
