group,strategy,start,end,trading_days,gross_return,net_return,cost_drag_compounded,total_cost_sum,cagr,annualized_return_arithmetic,annualized_volatility,downside_deviation_0rf,downside_deviation_4rf,avg_monthly_turnover,annualized_cost_sum,sharpe_0rf,sharpe_4rf,sortino_0rf,sortino_4rf,calmar,max_drawdown,total_turnover,avg_daily_turnover,annualized_turnover,trade_days,trade_events,avg_gross_exposure,max_gross_exposure,avg_net_exposure,avg_positions_over_1pct,strategy_family,timing,allowed_for_final_reporting
lookahead_timing_audit,rebuilt full one-day lag,2022-01-03,2026-05-08,1091,1.4553229565580699,1.3898319975488476,0.0654909590092223,0.02708282986162302,0.22291305111350312,0.21808455834987242,0.1836080604806996,0.11776269616892426,0.11888382438870722,0.5109967898419436,0.006255612397001834,1.1877722458312057,0.969916886457129,1.8518984826658675,1.497971311619318,1.1925573084811827,-0.18692020041988655,27.082829861623015,0.024823858718261243,6.255612397001833,1090,10943,0.8010307201591835,0.9887551201058898,0.7910666541747344,6.714940421631531,rebuilt full,one_day_lag,True
lookahead_timing_audit,rebuilt full same-day,2022-01-03,2026-05-08,1091,1.6485935777918685,1.5966504645278112,0.05194311326405732,0.01980656785794345,0.24658397625493955,0.2370148053743942,0.1822308100925528,0.11566853274734003,0.11678689285737422,0.37370882750836687,0.004574935930524059,1.3006297083024396,1.081127857985885,2.0490862963751453,1.6869599023838933,1.3016457949450702,-0.1894401512397199,19.80656785794345,0.01815450766080976,4.57493593052406,250,2402,0.8025889236422267,0.9887551201058898,0.7926113201124716,6.736938588450962,rebuilt full,same_day,False
