Date,SHY
2020-09-08,74.5701675415039
2020-09-09,74.57876586914062
2020-09-10,74.5701675415039
2020-09-11,74.58739471435547
2020-09-14,74.57876586914062
2020-09-15,74.58739471435547
2020-09-16,74.59603118896484
2020-09-17,74.57876586914062
2020-09-18,74.58739471435547
2020-09-21,74.57876586914062
2020-09-22,74.59603118896484
2020-09-23,74.59603118896484
2020-09-24,74.58739471435547
2020-09-25,74.59603118896484
2020-09-28,74.60466766357422
2020-09-29,74.59603118896484
2020-09-30,74.60466766357422
2020-10-01,74.58737182617188
2020-10-02,74.59603118896484
2020-10-05,74.57015228271484
2020-10-06,74.57015228271484
2020-10-07,74.5615234375
2020-10-08,74.5615234375
2020-10-09,74.5615234375
2020-10-12,74.5787353515625
2020-10-13,74.57015228271484
2020-10-14,74.57015228271484
2020-10-15,74.58737182617188
2020-10-16,74.5787353515625
2020-10-19,74.5787353515625
2020-10-20,74.57015228271484
2020-10-21,74.57015228271484
2020-10-22,74.5442886352539
2020-10-23,74.5528793334961
2020-10-26,74.5615234375
2020-10-27,74.5615234375
2020-10-28,74.5615234375
2020-10-29,74.5787353515625
2020-10-30,74.57015228271484
2020-11-02,74.56928253173828
2020-11-03,74.5520248413086
2020-11-04,74.56928253173828
2020-11-05,74.5520248413086
2020-11-06,74.56063079833984
2020-11-09,74.53475189208984
2020-11-10,74.52611541748047
2020-11-11,74.50886535644531
2020-11-12,74.5174789428711
2020-11-13,74.5174789428711
2020-11-16,74.53475189208984
2020-11-17,74.52611541748047
2020-11-18,74.52611541748047
2020-11-19,74.54339599609375
2020-11-20,74.5520248413086
2020-11-23,74.5520248413086
2020-11-24,74.56063079833984
2020-11-25,74.56928253173828
2020-11-27,74.56928253173828
2020-11-30,74.5865478515625
2020-12-01,74.54594421386719
2020-12-02,74.56322479248047
2020-12-03,74.58050537109375
2020-12-04,74.57185363769531
2020-12-07,74.58912658691406
2020-12-08,74.57185363769531
2020-12-09,74.56322479248047
2020-12-10,74.58050537109375
2020-12-11,74.62364959716797
2020-12-14,74.61502075195312
2020-12-15,74.61502075195312
2020-12-16,74.61502075195312
2020-12-17,74.61677551269531
2020-12-18,74.6081314086914
2020-12-21,74.6081314086914
2020-12-22,74.6081314086914
2020-12-23,74.62541198730469
2020-12-24,74.6081314086914
2020-12-28,74.61677551269531
2020-12-29,74.61677551269531
2020-12-30,74.62541198730469
2020-12-31,74.61677551269531
2021-01-04,74.62541198730469
2021-01-05,74.62541198730469
2021-01-06,74.58220672607422
2021-01-07,74.5994873046875
2021-01-08,74.59085083007812
2021-01-11,74.58220672607422
2021-01-12,74.58220672607422
2021-01-13,74.57353210449219
2021-01-14,74.58220672607422
2021-01-15,74.59085083007812
2021-01-19,74.61677551269531
2021-01-20,74.6081314086914
2021-01-21,74.61677551269531
2021-01-22,74.61677551269531
2021-01-25,74.62541198730469
2021-01-26,74.61677551269531
2021-01-27,74.61677551269531
2021-01-28,74.6081314086914
2021-01-29,74.63406372070312
2021-02-01,74.64268493652344
2021-02-02,74.61675262451172
2021-02-03,74.62539672851562
2021-02-04,74.62539672851562
2021-02-05,74.64268493652344
2021-02-08,74.63404083251953
2021-02-09,74.61675262451172
2021-02-10,74.62539672851562
2021-02-11,74.62539672851562
2021-02-12,74.63404083251953
2021-02-16,74.60810852050781
2021-02-17,74.62539672851562
2021-02-18,74.62539672851562
2021-02-19,74.63404083251953
2021-02-22,74.61675262451172
2021-02-23,74.62539672851562
2021-02-24,74.60810852050781
2021-02-25,74.49577331542969
2021-02-26,74.59083557128906
2021-03-01,74.58391571044922
2021-03-02,74.60120391845703
2021-03-03,74.55799102783203
2021-03-04,74.55799102783203
2021-03-05,74.55799102783203
2021-03-08,74.53204345703125
2021-03-09,74.53204345703125
2021-03-10,74.55799102783203
2021-03-11,74.55799102783203
2021-03-12,74.54934692382812
2021-03-15,74.55799102783203
2021-03-16,74.55799102783203
2021-03-17,74.57524871826172
2021-03-18,74.56659698486328
2021-03-19,74.56659698486328
2021-03-22,74.55799102783203
2021-03-23,74.56659698486328
2021-03-24,74.58391571044922
2021-03-25,74.59255981445312
2021-03-26,74.59255981445312
2021-03-29,74.57524871826172
2021-03-30,74.57524871826172
2021-03-31,74.54934692382812
2021-04-01,74.5484619140625
2021-04-05,74.53118896484375
2021-04-06,74.5484619140625
2021-04-07,74.55711364746094
2021-04-08,74.58306121826172
2021-04-09,74.55711364746094
2021-04-12,74.53983306884766
2021-04-13,74.5657958984375
2021-04-14,74.5657958984375
2021-04-15,74.58306121826172
2021-04-16,74.57441711425781
2021-04-19,74.5657958984375
2021-04-20,74.58306121826172
2021-04-21,74.6003646850586
2021-04-22,74.59171295166016
2021-04-23,74.57441711425781
2021-04-26,74.55711364746094
2021-04-27,74.5484619140625
2021-04-28,74.5657958984375
2021-04-29,74.58306121826172
2021-04-30,74.59171295166016
2021-05-03,74.58478546142578
2021-05-04,74.58478546142578
2021-05-05,74.60205078125
2021-05-06,74.60205078125
2021-05-07,74.62799835205078
2021-05-10,74.60205078125
2021-05-11,74.59342956542969
2021-05-12,74.58478546142578
2021-05-13,74.60205078125
2021-05-14,74.60205078125
2021-05-17,74.60205078125
2021-05-18,74.6107406616211
2021-05-19,74.58478546142578
2021-05-20,74.61940002441406
2021-05-21,74.60205078125
2021-05-24,74.61940002441406
2021-05-25,74.61940002441406
2021-05-26,74.63664245605469
2021-05-27,74.63664245605469
2021-05-28,74.63664245605469
2021-06-01,74.62109375
2021-06-02,74.62972259521484
2021-06-03,74.60379028320312
2021-06-04,74.62972259521484
2021-06-07,74.62109375
2021-06-08,74.63836669921875
2021-06-09,74.62109375
2021-06-10,74.64701843261719
2021-06-11,74.62972259521484
2021-06-14,74.60379028320312
2021-06-15,74.59516143798828
2021-06-16,74.52595520019531
2021-06-17,74.52595520019531
2021-06-18,74.4654312133789
2021-06-21,74.48271942138672
2021-06-22,74.52595520019531
2021-06-23,74.47410583496094
2021-06-24,74.48271942138672
2021-06-25,74.47410583496094
2021-06-28,74.5000228881836
2021-06-29,74.49138641357422
2021-06-30,74.50868225097656
2021-07-01,74.49397277832031
2021-07-02,74.52854919433594
2021-07-06,74.55451202392578
2021-07-07,74.56316375732422
2021-07-08,74.5977783203125
2021-07-09,74.57182312011719
2021-07-12,74.55451202392578
2021-07-13,74.49397277832031
2021-07-14,74.54586029052734
2021-07-15,74.55451202392578
2021-07-16,74.54586029052734
2021-07-19,74.5804672241211
2021-07-20,74.61505889892578
2021-07-21,74.58910369873047
2021-07-22,74.5977783203125
2021-07-23,74.60641479492188
2021-07-26,74.58910369873047
2021-07-27,74.60641479492188
2021-07-28,74.61505889892578
2021-07-29,74.61505889892578
2021-07-30,74.63233947753906
2021-08-02,74.66004943847656
2021-08-03,74.66004943847656
2021-08-04,74.63407135009766
2021-08-05,74.59945678710938
2021-08-06,74.57352447509766
2021-08-09,74.54755401611328
2021-08-10,74.52162170410156
2021-08-11,74.55619812011719
2021-08-12,74.55619812011719
2021-08-13,74.56484985351562
2021-08-16,74.5821762084961
2021-08-17,74.56484985351562
2021-08-18,74.56484985351562
2021-08-19,74.56484985351562
2021-08-20,74.56484985351562
2021-08-23,74.56484985351562
2021-08-24,74.55619812011719
2021-08-25,74.54755401611328
2021-08-26,74.54755401611328
2021-08-27,74.59945678710938
2021-08-30,74.61680603027344
2021-08-31,74.60813903808594
2021-09-01,74.60205078125
2021-09-02,74.60205078125
2021-09-03,74.60205078125
2021-09-07,74.57610321044922
2021-09-08,74.59343719482422
2021-09-09,74.6107406616211
2021-09-10,74.58477020263672
2021-09-13,74.60205078125
2021-09-14,74.6107406616211
2021-09-15,74.6107406616211
2021-09-16,74.58477020263672
2021-09-17,74.56745910644531
2021-09-20,74.58477020263672
2021-09-21,74.60205078125
2021-09-22,74.55882263183594
2021-09-23,74.51555633544922
2021-09-24,74.48959350585938
2021-09-27,74.48096466064453
2021-09-28,74.48959350585938
2021-09-29,74.51555633544922
2021-09-30,74.53286743164062
2021-10-01,74.5683364868164
2021-10-04,74.53374481201172
2021-10-05,74.52508544921875
2021-10-06,74.51642608642578
2021-10-07,74.49049377441406
2021-10-08,74.46452331542969
2021-10-11,74.40392303466797
2021-10-12,74.43854522705078
2021-10-13,74.41260528564453
2021-10-14,74.41260528564453
2021-10-15,74.36932373046875
2021-10-18,74.31743621826172
2021-10-19,74.34336853027344
2021-10-20,74.36932373046875
2021-10-21,74.28277587890625
2021-10-22,74.26549530029297
2021-10-25,74.30011749267578
2021-10-26,74.28277587890625
2021-10-27,74.26549530029297
2021-10-28,74.27413940429688
2021-10-29,74.28277587890625
2021-11-01,74.24905395507812
2021-11-02,74.3269271850586
2021-11-03,74.30963897705078
2021-11-04,74.37882995605469
2021-11-05,74.41345977783203
2021-11-08,74.3269271850586
2021-11-09,74.3702163696289
2021-11-10,74.2231216430664
2021-11-11,74.17117309570312
2021-11-12,74.23175048828125
2021-11-15,74.2231216430664
2021-11-16,74.2231216430664
2021-11-17,74.24905395507812
2021-11-18,74.24040985107422
2021-11-19,74.2231216430664
2021-11-22,74.13654327392578
2021-11-23,74.13654327392578
2021-11-24,74.11924743652344
2021-11-26,74.26638793945312
2021-11-29,74.30097198486328
2021-11-30,74.24040985107422
2021-12-01,74.2490463256836
2021-12-02,74.15380096435547
2021-12-03,74.1971206665039
2021-12-06,74.13648986816406
2021-12-07,74.04124450683594
2021-12-08,74.06723022460938
2021-12-09,74.04124450683594
2021-12-10,74.07589721679688
2021-12-13,74.1191635131836
2021-12-14,74.07589721679688
2021-12-15,74.10186767578125
2021-12-16,74.16075897216797
2021-12-17,74.12609100341797
2021-12-20,74.14341735839844
2021-12-21,74.10010528564453
2021-12-22,74.09146118164062
2021-12-23,74.08281707763672
2021-12-27,74.05681610107422
2021-12-28,74.05681610107422
2021-12-29,74.04815673828125
2021-12-30,74.09146118164062
2021-12-31,74.08281707763672
2022-01-03,73.99623107910156
2022-01-04,74.03948211669922
2022-01-05,73.94422912597656
2022-01-06,73.88360595703125
2022-01-07,73.8663101196289
2022-01-10,73.82300567626953
2022-01-11,73.8489761352539
2022-01-12,73.82300567626953
2022-01-13,73.85762786865234
2022-01-14,73.7623519897461
2022-01-18,73.6497573852539
2022-01-19,73.68441009521484
2022-01-20,73.66709899902344
2022-01-21,73.72772216796875
2022-01-24,73.77102661132812
2022-01-25,73.73638153076172
2022-01-26,73.60643005371094
2022-01-27,73.54583740234375
2022-01-28,73.57180786132812
2022-01-31,73.57180786132812
2022-02-01,73.56575775146484
2022-02-02,73.58308410644531
2022-02-03,73.52244567871094
2022-02-04,73.37518310546875
2022-02-07,73.39250946044922
2022-02-08,73.31454467773438
2022-02-09,73.305908203125
2022-02-10,72.93338775634766
2022-02-11,73.15859985351562
2022-02-14,73.00269317626953
2022-02-15,73.02864837646484
2022-02-16,73.12397003173828
2022-02-17,73.16727447509766
2022-02-18,73.17594146728516
2022-02-22,73.10664367675781
2022-02-23,73.06330108642578
2022-02-24,73.12397003173828
2022-02-25,73.12397003173828
2022-02-28,73.25390625
2022-03-01,73.42290496826172
2022-03-02,73.18025207519531
2022-03-03,73.18025207519531
2022-03-04,73.25820922851562
2022-03-07,73.16291046142578
2022-03-08,73.06759643554688
2022-03-09,73.02426147460938
2022-03-10,72.96361541748047
2022-03-11,72.93759155273438
2022-03-14,72.74696350097656
2022-03-15,72.77297973632812
2022-03-16,72.70364379882812
2022-03-17,72.67765045166016
2022-03-18,72.66031646728516
2022-03-21,72.41768646240234
2022-03-22,72.36569213867188
2022-03-23,72.42630004882812
2022-03-24,72.40900421142578
2022-03-25,72.209716796875
2022-03-28,72.140380859375
2022-03-29,72.17503356933594
2022-03-30,72.2270278930664
2022-03-31,72.2270278930664
2022-04-01,72.07617950439453
2022-04-04,72.11951446533203
2022-04-05,71.989501953125
2022-04-06,72.04151153564453
2022-04-07,72.09355926513672
2022-04-08,72.00685119628906
2022-04-11,72.02416229248047
2022-04-12,72.20623016357422
2022-04-13,72.24092864990234
2022-04-14,72.11087036132812
2022-04-18,72.11087036132812
2022-04-19,71.9461669921875
2022-04-20,71.989501953125
2022-04-21,71.86811828613281
2022-04-22,71.85077667236328
2022-04-25,71.96346282958984
2022-04-26,72.09355926513672
2022-04-27,72.05885314941406
2022-04-28,72.00685119628906
2022-04-29,71.86811828613281
2022-05-02,71.86289978027344
2022-05-03,71.82823181152344
2022-05-04,72.01905822753906
2022-05-05,71.89762115478516
2022-05-06,71.888916015625
2022-05-09,72.07109832763672
2022-05-10,72.02772521972656
2022-05-11,72.03640747070312
2022-05-12,72.1405029296875
2022-05-13,72.11445617675781
2022-05-16,72.15782165527344
2022-05-17,72.00170135498047
2022-05-18,72.03640747070312
2022-05-19,72.1405029296875
2022-05-20,72.19251251220703
2022-05-23,72.15782165527344
2022-05-24,72.32262420654297
2022-05-25,72.3746566772461
2022-05-26,72.39202880859375
2022-05-27,72.40939331054688
2022-05-31,72.29661560058594
2022-06-01,72.16205596923828
2022-06-02,72.17940521240234
2022-06-03,72.15340423583984
2022-06-06,72.05787658691406
2022-06-07,72.06658172607422
2022-06-08,72.01451110839844
2022-06-09,71.96241760253906
2022-06-10,71.65860748291016
2022-06-13,71.29400634765625
2022-06-14,71.1551284790039
2022-06-15,71.43290710449219
2022-06-16,71.5284194946289
2022-06-17,71.51099395751953
2022-06-21,71.4849624633789
2022-06-22,71.69332122802734
2022-06-23,71.75407409667969
2022-06-24,71.73672485351562
2022-06-27,71.65860748291016
2022-06-28,71.64124298095703
2022-06-29,71.72803497314453
2022-06-30,71.86691284179688
2022-07-01,72.08326721191406
2022-07-05,72.07459259033203
2022-07-06,71.8747329711914
2022-07-07,71.82262420654297
2022-07-08,71.73572540283203
2022-07-11,71.76181030273438
2022-07-12,71.79653930664062
2022-07-13,71.71833801269531
2022-07-14,71.6922836303711
2022-07-15,71.74443054199219
2022-07-18,71.70097351074219
2022-07-19,71.62278747558594
2022-07-20,71.61408996582031
2022-07-21,71.81392669677734
2022-07-22,71.99639892578125
2022-07-25,71.93558502197266
2022-07-26,71.90082550048828
2022-07-27,72.01376342773438
2022-07-28,72.17018127441406
2022-07-29,72.1614761352539
2022-08-01,72.15974426269531
2022-08-02,71.90748596191406
2022-08-03,71.93358612060547
2022-08-04,72.0292739868164
2022-08-05,71.73350524902344
2022-08-08,71.80313110351562
2022-08-09,71.73350524902344
2022-08-10,71.80313110351562
2022-08-11,71.77703857421875
2022-08-12,71.79441833496094
2022-08-15,71.85530853271484
2022-08-16,71.79441833496094
2022-08-17,71.73350524902344
2022-08-18,71.83790588378906
2022-08-19,71.78571319580078
2022-08-22,71.6900405883789
2022-08-23,71.72483825683594
2022-08-24,71.64656829833984
2022-08-25,71.6900405883789
2022-08-26,71.67267608642578
2022-08-29,71.6204605102539
2022-08-30,71.585693359375
2022-08-31,71.57698059082031
2022-09-01,71.52471923828125
2022-09-02,71.68150329589844
2022-09-06,71.52471923828125
2022-09-07,71.62923431396484
2022-09-08,71.54216766357422
2022-09-09,71.48116302490234
2022-09-12,71.47245788574219
2022-09-13,71.22862243652344
2022-09-14,71.1676254272461
2022-09-15,71.08927154541016
2022-09-16,71.12413024902344
2022-09-19,71.04574584960938
2022-09-20,71.01092529296875
2022-09-21,70.94994354248047
2022-09-22,70.81932830810547
2022-09-23,70.73224639892578
2022-09-26,70.57546997070312
2022-09-27,70.57546997070312
2022-09-28,70.88025665283203
2022-09-29,70.78445434570312
2022-09-30,70.72350311279297
2022-10-03,70.87873840332031
2022-10-04,70.90489959716797
2022-10-05,70.83511352539062
2022-10-06,70.74791717529297
2022-10-07,70.66072082519531
2022-10-10,70.63458251953125
2022-10-11,70.66943359375
2022-10-12,70.73921966552734
2022-10-13,70.5299072265625
2022-10-14,70.49502563476562
2022-10-17,70.57351684570312
2022-10-18,70.60841369628906
2022-10-19,70.47759246826172
2022-10-20,70.39911651611328
2022-10-21,70.5822525024414
2022-10-24,70.56477355957031
2022-10-25,70.63458251953125
2022-10-26,70.69562530517578
2022-10-27,70.84384155273438
2022-10-28,70.73921966552734
2022-10-31,70.63458251953125
2022-11-01,70.56558227539062
2022-11-02,70.5306167602539
2022-11-03,70.3995590209961
2022-11-04,70.47819519042969
2022-11-07,70.41705322265625
2022-11-08,70.4869384765625
2022-11-09,70.60050201416016
2022-11-10,70.98484802246094
2022-11-11,70.96739959716797
2022-11-14,70.90625
2022-11-15,70.97612762451172
2022-11-16,70.98484802246094
2022-11-17,70.89750671386719
2022-11-18,70.81888580322266
2022-11-21,70.80142211914062
2022-11-22,70.85384368896484
2022-11-23,70.91497039794922
2022-11-25,70.92371368408203
2022-11-28,70.94116973876953
2022-11-29,70.91497039794922
2022-11-30,71.12461853027344
2022-12-01,71.27781677246094
2022-12-02,71.26031494140625
2022-12-05,71.0589828491211
2022-12-06,71.13776397705078
2022-12-07,71.28658294677734
2022-12-08,71.21652221679688
2022-12-09,71.18154907226562
2022-12-12,71.13776397705078
2022-12-13,71.34783935546875
2022-12-14,71.35660552978516
2022-12-15,71.36624908447266
2022-12-16,71.43640899658203
2022-12-19,71.34871673583984
2022-12-20,71.34871673583984
2022-12-21,71.41889190673828
2022-12-22,71.37501525878906
2022-12-23,71.33993530273438
2022-12-27,71.24340057373047
2022-12-28,71.24340057373047
2022-12-29,71.29608154296875
2022-12-30,71.20834350585938
2023-01-03,71.2697525024414
2023-01-04,71.33993530273438
2023-01-05,71.24340057373047
2023-01-06,71.51538848876953
2023-01-09,71.5855941772461
2023-01-10,71.5241470336914
2023-01-11,71.5855941772461
2023-01-12,71.74345397949219
2023-01-13,71.62065124511719
2023-01-17,71.66450500488281
2023-01-18,71.8224105834961
2023-01-19,71.80488586425781
2023-01-20,71.74345397949219
2023-01-23,71.67328643798828
2023-01-24,71.6996078491211
2023-01-25,71.74345397949219
2023-01-26,71.6996078491211
2023-01-27,71.6996078491211
2023-01-30,71.62944793701172
2023-01-31,71.7610092163086
2023-02-01,71.88583374023438
2023-02-02,71.89462280273438
2023-02-03,71.6309585571289
2023-02-06,71.42881774902344
2023-02-07,71.4639663696289
2023-02-08,71.4903335571289
2023-02-09,71.43756866455078
2023-02-10,71.4024429321289
2023-02-13,71.42000579833984
2023-02-14,71.27059936523438
2023-02-15,71.27937316894531
2023-02-16,71.28816223144531
2023-02-17,71.34967803955078
2023-02-21,71.20901489257812
2023-02-22,71.24421691894531
2023-02-23,71.28816223144531
2023-02-24,71.13875579833984
2023-02-27,71.20025634765625
2023-02-28,71.18268585205078
2023-03-01,71.05235290527344
2023-03-02,71.07878112792969
2023-03-03,71.12281799316406
2023-03-06,71.08758544921875
2023-03-07,70.93788146972656
2023-03-08,70.90265655517578
2023-03-09,71.13160705566406
2023-03-10,71.51910400390625
2023-03-13,72.23245239257812
2023-03-14,71.95943450927734
2023-03-15,72.38217163085938
2023-03-16,72.09156036376953
2023-03-17,72.45262908935547
2023-03-20,72.36456298828125
2023-03-21,72.09156036376953
2023-03-22,72.42619323730469
2023-03-23,72.63756561279297
2023-03-24,72.67277526855469
2023-03-27,72.36456298828125
2023-03-28,72.28528594970703
2023-03-29,72.25889587402344
2023-03-30,72.2676773071289
2023-03-31,72.35576629638672
2023-04-03,72.44400787353516
2023-04-04,72.61168670654297
2023-04-05,72.70877075195312
2023-04-06,72.68231201171875
2023-04-10,72.42636108398438
2023-04-11,72.41754913330078
2023-04-12,72.49696350097656
2023-04-13,72.54110717773438
2023-04-14,72.37339782714844
2023-04-17,72.2674560546875
2023-04-18,72.24983978271484
2023-04-19,72.18805694580078
2023-04-20,72.36456298828125
2023-04-21,72.32044219970703
2023-04-24,72.39986419677734
2023-04-25,72.68231201171875
2023-04-26,72.59403228759766
2023-04-27,72.45284271240234
2023-04-28,72.53226470947266
2023-05-01,72.3739242553711
2023-05-02,72.61276245117188
2023-05-03,72.78970336914062
2023-05-04,72.90467834472656
2023-05-05,72.7277603149414
2023-05-08,72.61276245117188
2023-05-09,72.5950698852539
2023-05-10,72.77200317382812
2023-05-11,72.81625366210938
2023-05-12,72.6924057006836
2023-05-15,72.70125579833984
2023-05-16,72.61276245117188
2023-05-17,72.53314971923828
2023-05-18,72.40043640136719
2023-05-19,72.34737396240234
2023-05-22,72.32085418701172
2023-05-23,72.31198120117188
2023-05-24,72.2235107421875
2023-05-25,72.06429290771484
2023-05-26,72.04657745361328
2023-05-30,72.18815612792969
2023-05-31,72.25889587402344
2023-06-01,72.37153625488281
2023-06-02,72.16757202148438
2023-06-05,72.18534088134766
2023-06-06,72.14984130859375
2023-06-07,72.09661865234375
2023-06-08,72.21188354492188
2023-06-09,72.07886505126953
2023-06-12,72.14095306396484
2023-06-13,72.00794219970703
2023-06-14,71.96358489990234
2023-06-15,72.11437225341797
2023-06-16,72.01680755615234
2023-06-20,72.04341888427734
2023-06-21,72.04341888427734
2023-06-22,71.96358489990234
2023-06-23,72.02568054199219
2023-06-26,72.07886505126953
2023-06-27,71.97245025634766
2023-06-28,72.05227661132812
2023-06-29,71.87492370605469
2023-06-30,71.90151977539062
2023-07-03,71.81797790527344
2023-07-05,71.80015563964844
2023-07-06,71.75572204589844
2023-07-07,71.83573913574219
2023-07-10,71.94242858886719
2023-07-11,71.93354797363281
2023-07-12,72.14690399169922
2023-07-13,72.35137939453125
2023-07-14,72.1646728515625
2023-07-17,72.19135284423828
2023-07-18,72.19135284423828
2023-07-19,72.21804809570312
2023-07-20,72.12911987304688
2023-07-21,72.13802337646484
2023-07-24,72.04911804199219
2023-07-25,72.04022216796875
2023-07-26,72.11135864257812
2023-07-27,72.00465393066406
2023-07-28,72.10247039794922
2023-07-31,72.12026977539062
2023-08-01,72.05962371826172
2023-08-02,72.09527587890625
2023-08-03,72.12202453613281
2023-08-04,72.26464080810547
2023-08-07,72.2914047241211
2023-08-08,72.3270263671875
2023-08-09,72.28247833251953
2023-08-10,72.2468032836914
2023-08-11,72.1755142211914
2023-08-14,72.11310577392578
2023-08-15,72.13984680175781
2023-08-16,72.10418701171875
2023-08-17,72.18441772460938
2023-08-18,72.21113586425781
2023-08-21,72.13092803955078
2023-08-22,72.09527587890625
2023-08-23,72.22898864746094
2023-08-24,72.18441772460938
2023-08-25,72.13984680175781
2023-08-28,72.18441772460938
2023-08-29,72.3448486328125
2023-08-30,72.3448486328125
2023-08-31,72.41618347167969
2023-09-01,72.37686157226562
2023-09-05,72.28746795654297
2023-09-06,72.2070541381836
2023-09-07,72.34112548828125
2023-09-08,72.30537414550781
2023-09-11,72.3232421875
2023-09-12,72.28746795654297
2023-09-13,72.35005950927734
2023-09-14,72.33218383789062
2023-09-15,72.29644012451172
2023-09-18,72.28746795654297
2023-09-19,72.23387908935547
